"","name","country","polyID","designation","point","iucn_cat","WDPAID","median","upper","lower"
"1271","Maigazari","NGA",358,"Forest Reserve","polygon","Not Reported",36286,0.322,0.507,0.219
"1272","Maiwado","NGA",356,"Forest Reserve","polygon","Not Reported",36284,0.322,0.507,0.219
"1273","Maje Abuchi","NGA",687,"Forest Reserve","polygon","Not Reported",36635,0.357,0.595,0.215
"1274","Maje East","NGA",464,"Forest Reserve","polygon","Not Reported",36398,0.238,0.348,0.183
"1275","Maje West","NGA",456,"Forest Reserve","polygon","Not Reported",36390,0.207,0.263,0.159
"1276","Maki","NGA",532,"Forest Reserve","polygon","Not Reported",36471,0.202,0.335,0.131
"1277","Makona","GIN",82,"Classified Forest","polygon","Not Reported",29459,0.454,0.583,0.363
"1278","Makurdi Fuel","NGA",877,"Forest Reserve","polygon","Not Reported",36871,0.418,0.638,0.259
"1279","Maladumba","NGA",481,"Forest Reserve","polygon","Not Reported",36419,0.237,0.387,0.168
"1280","Malal Hills","SLE",18,"Forest Reserve","polygon","Not Reported",29982,0.377,0.469,0.284
"1281","Malechana","NGA",495,"Forest Reserve","polygon","Not Reported",36434,0.309,0.471,0.142
"1282","Mallamji","NGA",411,"Forest Reserve","polygon","Not Reported",36339,0.442,0.702,0.236
"1283","Mamang River","GHA",103,"Forest Reserve","polygon","Not Reported",40806,0.439,0.641,0.351
"1284","Mamiri","GHA",131,"Forest Reserve","polygon","Not Reported",40839,0.374,0.435,0.309
"1285","Mamu River","NGA",133,"Forest Reserve","polygon","Not Reported",36965,0.493,0.623,0.414
"1286","Manda","TCD",2,"National Park","polygon","II",642,0.323,0.625,0.15
"1287","Mande Wula","MLI",22,"Wildlife Reserve","polygon","II",555556064,0.358,0.74,0.214
"1288","Mande Wula","MLI",3,"North Migration Zone","polygon","VI",555556051,0.397,0.791,0.238
"1289","Mandelia","TCD",12,"Faunal Reserve","polygon","IV",5166,0.355,0.603,0.186
"1290","Mando Road North","NGA",615,"Forest Reserve","polygon","Not Reported",36560,0.2,0.34,0.145
"1291","Mando Road South","NGA",616,"Forest Reserve","polygon","Not Reported",36561,0.234,0.42,0.174
"1292","Mando","CIV",20,"Classified Forest","polygon","Not Reported",29542,0.539,0.728,0.388
"1293","Mando","NGA",612,"Forest Reserve","polygon","Not Reported",36557,0.316,0.535,0.167
"1294","Mankrang","GHA",77,"Forest Reserve","polygon","Not Reported",40777,0.436,0.623,0.339
"1295","Mansoa","GNB",18,"Forest Reserve","polygon","Not Reported",342662,0.403,0.718,0.258
"1296","Manu","NGA",242,"Forest Reserve","polygon","Not Reported",36169,0.477,0.701,0.329
"1297","Manzan","CIV",4,"Classified Forest","polygon","Not Reported",29498,0.475,0.682,0.387
"1298","Manzan","GHA",111,"Forest Reserve","polygon","Not Reported",40816,0.5,0.673,0.375
"1299","Maradun","NGA",395,"Forest Reserve","polygon","Not Reported",36323,0.331,0.467,0.236
"1300","Marafa","NGA",679,"Forest Reserve","polygon","Not Reported",36627,0.343,0.622,0.235
"1301","Marago River","GHA",198,"Forest Reserve","polygon","Not Reported",26447,0.349,0.607,0.174
"1302","Marahoue","CIV",227,"National Park","polygon","II",722,0.49,0.683,0.344
"1303","Marahoue","CIV",69,"Classified Forest","polygon","Not Reported",300879,0.534,0.708,0.378
"1304","Marama Hill","NGA",524,"Forest Reserve","polygon","Not Reported",36463,0.35,0.638,0.17
"1305","Marbe","NGA",433,"Forest Reserve","polygon","Not Reported",36365,0.218,0.333,0.159
"1306","Mare aux Hippopotames","BFA",52,"Bird Reserve","polygon","IV",28581,0.366,0.66,0.187
"1307","Mare d'Oursi Bird Sanctuary","BFA",7,"Sanctuary","polygon","Not Reported",13749,0.464,0.68,0.264
"1308","Margibi Mangrove","LBR",6,"National Park","polygon","Not Reported",555542456,NA,NA,NA
"1309","Marguba","NGA",502,"Forest Reserve","polygon","Not Reported",36441,0.305,0.462,0.16
"1310","Maribara","NGA",389,"Forest Reserve","polygon","Not Reported",36317,0.335,0.479,0.24
"1311","Maro","BFA",50,"Classified Forest","polygon","Not Reported",28576,0.359,0.61,0.178
"1312","Maru Bongudu","NGA",444,"Forest Reserve","polygon","Not Reported",36376,0.248,0.4,0.171
"1313","Massa Me","CIV",98,"Classified Forest","polygon","Not Reported",300932,0.474,0.666,0.363
"1314","Massif du Ziama","GIN",2,"Classified Forest","polygon","Not Reported",29066,0.495,0.622,0.355
"1315","Matanfada","NGA",372,"Forest Reserve","polygon","Not Reported",36300,0.29,0.457,0.234
"1316","Matiemba","CIV",21,"Classified Forest","polygon","Not Reported",29545,0.505,0.706,0.355
"1317","Matsago","NGA",355,"Forest Reserve","polygon","Not Reported",36283,0.322,0.507,0.219
"1318","Matsena","NGA",275,"Forest Reserve","polygon","Not Reported",36203,0.386,0.608,0.237
"1319","Mawarta","NGA",521,"Forest Reserve","polygon","Not Reported",36460,0.392,0.711,0.188
"1320","Mawashi","NGA",370,"Forest Reserve","polygon","Not Reported",36298,0.29,0.457,0.234
"1321","Mawbia","GHA",203,"Forest Reserve","polygon","Not Reported",26524,0.312,0.543,0.177
"1322","Mawulli","NGA",289,"Forest Reserve","polygon","Not Reported",36217,0.399,0.723,0.214
"1323","Mayo Ndaga","NGA",83,"Forest Reserve","polygon","Not Reported",36911,0.335,0.396,0.176
"1324","Mazanbiya","NGA",259,"Forest Reserve","polygon","Not Reported",36186,0.319,0.47,0.232
"1325","Mbaafon","NGA",87,"Forest Reserve","polygon","Not Reported",36915,0.429,0.554,0.329
"1326","Mbaav 1","NGA",62,"Forest Reserve","polygon","Not Reported",36882,0.434,0.649,0.305
"1327","Mbaav 2","NGA",63,"Forest Reserve","polygon","Not Reported",36883,0.434,0.649,0.305
"1328","Mbaava","NGA",68,"Forest Reserve","polygon","Not Reported",36888,0.416,0.625,0.304
"1329","Mbahura","NGA",89,"Forest Reserve","polygon","Not Reported",36917,0.339,0.442,0.293
"1330","Mbakoso","NGA",88,"Forest Reserve","polygon","Not Reported",36916,0.339,0.442,0.293
"1331","Mbakpa","NGA",880,"Forest Reserve","polygon","Not Reported",36874,0.375,0.619,0.271
"1332","Mbamsjrom","NGA",72,"Forest Reserve","polygon","Not Reported",36897,0.339,0.442,0.293
"1333","Mbanue","NGA",57,"Forest Reserve","polygon","Not Reported",36876,0.434,0.649,0.305
"1334","Mbatan","NGA",64,"Forest Reserve","polygon","Not Reported",36884,0.428,0.637,0.289
"1335","Mbatiav","NGA",883,"Forest Reserve","polygon","Not Reported",36890,0.39,0.612,0.273
"1336","Mbe Mountains","NGA",204,"Community Forest","polygon","Not Reported",354002,0.448,0.575,0.355
"1337","Mbegue","SEN",41,"Not Reported","polygon","Not Reported",352631,0.606,0.823,0.294
"1338","Meko","NGA",235,"Game Reserve","polygon","Not Reported",11599,0.399,0.597,0.27
"1339","Meko","NGA",848,"Forest Reserve","polygon","Not Reported",36800,0.399,0.597,0.27
"1340","Mele","NGA",327,"Forest Reserve","polygon","Not Reported",36255,0.322,0.507,0.219
"1341","Meleri","NGA",292,"Forest Reserve","polygon","Not Reported",36220,0.39,0.759,0.204
"1342","Meringa North West","NGA",561,"Forest Reserve","polygon","Not Reported",36500,0.324,0.521,0.15
"1343","Milo","GIN",83,"Classified Forest","polygon","Not Reported",29460,0.313,0.44,0.256
"1344","Minna","NGA",659,"Forest Reserve","polygon","Not Reported",36605,0.409,0.636,0.179
"1345","Minta","GHA",142,"Forest Reserve","polygon","Not Reported",40851,0.458,0.629,0.396
"1346","Mirasa Hills","GHA",157,"Forest Reserve","polygon","Not Reported",40866,0.439,0.641,0.351
"1347","Mirire","GIN",34,"Classified Forest","polygon","Not Reported",29384,0.28,0.34,0.206
"1348","Missahoe","TGO",14,"Forest Reserve","polygon","Not Reported",37159,0.399,0.571,0.294
"1349","Miti Kambadaga","GIN",38,"Classified Forest","polygon","Not Reported",29388,0.313,0.468,0.189
"1350","Mkar","NGA",70,"Forest Reserve","polygon","Not Reported",36895,0.428,0.637,0.289
"1351","Mohono","NGA",406,"Forest Reserve","polygon","Not Reported",36334,0.423,0.666,0.224
"1352","Molai","NGA",510,"Forest Reserve","polygon","Not Reported",36449,0.32,0.514,0.159
"1353","Mole","GHA",190,"National Park","polygon","II",669,0.309,0.557,0.197
"1354","Moma","NGA",287,"Forest Reserve","polygon","Not Reported",36215,0.412,0.702,0.223
"1355","Mombeya","GIN",33,"Classified Forest","polygon","Not Reported",29382,0.28,0.34,0.206
"1356","Monda","TGO",44,"Forest Reserve","polygon","Not Reported",37160,0.314,0.541,0.205
"1357","Mongu","NGA",737,"Forest Reserve","polygon","Not Reported",36685,0.251,0.335,0.213
"1358","Monkin","NGA",765,"Forest Reserve","polygon","Not Reported",36715,0.247,0.502,0.169
"1359","Monogaga","CIV",40,"Classified Forest","polygon","Not Reported",29640,0.662,0.775,0.531
"1360","Mont Peko","CIV",228,"National Park","polygon","II",724,0.518,0.701,0.4
"1361","Mont Sangbe","CIV",235,"National Park","polygon","II",723,0.394,0.571,0.296
"1362","Monts Kouffe","BEN",17,"Classified Forest","polygon","Not Reported",6956,0.323,0.556,0.225
"1363","Mopri","CIV",7,"Classified Forest","polygon","Not Reported",29503,0.531,0.727,0.404
"1364","Mount Nimba","CIV",238,"National Reserve","polygon","Ia",1295,0.575,0.675,0.427
"1365","Mount Nimba","GIN",3,"Strict Nature Reserve","polygon","Ia",29067,0.554,0.66,0.397
"1366","Moyenne Marahoue","CIV",207,"Classified Forest","polygon","Not Reported",300824,0.501,0.706,0.33
"1367","Mozum","NGA",870,"Forest Reserve","polygon","Not Reported",36852,0.388,0.586,0.29
"1368","Mpameso","GHA",60,"Forest Reserve","polygon","Not Reported",40758,0.467,0.646,0.352
"1369","Mt Amalo","TGO",54,"Forest Reserve","polygon","Not Reported",300738,0.324,0.55,0.203
"1370","Mt Ba","CIV",125,"Classified Forest","polygon","Not Reported",29524,0.362,0.543,0.263
"1371","Mt Balan","GIN",6,"Classified Forest","polygon","Not Reported",29331,NA,NA,NA
"1372","Mt Balandougou","GIN",15,"Classified Forest","polygon","Not Reported",29353,0.342,0.503,0.253
"1373","Mt Bolo","CIV",115,"Classified Forest","polygon","Not Reported",300955,0.567,0.718,0.414
"1374","Mt De","CIV",215,"Classified Forest","polygon","Not Reported",300829,0.513,0.721,0.335
"1375","Mt Ko","CIV",139,"Classified Forest","polygon","Not Reported",29617,0.405,0.606,0.312
"1376","Mt Konossou","GIN",91,"Classified Forest","polygon","Not Reported",29470,0.416,0.56,0.332
"1377","Mt Kouya","GIN",90,"Classified Forest","polygon","Not Reported",29468,0.461,0.57,0.354
"1378","Mt Loura","GIN",54,"Classified Forest","polygon","Not Reported",29412,0.28,0.49,0.134
"1379","Mt Manda","CIV",140,"Classified Forest","polygon","Not Reported",29618,0.377,0.542,0.199
"1380","Mt Sainte-Cavally","CIV",80,"Classified Forest","polygon","Not Reported",300897,0.47,0.723,0.34
"1381","Mt Sassandra","CIV",52,"Classified Forest","polygon","Not Reported",300853,0.52,0.687,0.383
"1382","Mt Tetini","GIN",95,"Classified Forest","polygon","Not Reported",29487,0.374,0.481,0.259
"1383","Mt Tia","CIV",32,"Classified Forest","polygon","Not Reported",29614,0.516,0.693,0.404
"1384","Mt Yonon","GIN",92,"Classified Forest","polygon","Not Reported",29472,0.516,0.639,0.373
"1385","Mudu","NGA",293,"Forest Reserve","polygon","Not Reported",36221,0.39,0.759,0.204
"1386","Mungurum","NGA",338,"Forest Reserve","polygon","Not Reported",36266,0.386,0.609,0.237
"1387","Muni","NGA",391,"Forest Reserve","polygon","Not Reported",36319,0.319,0.478,0.224
"1388","Muro","GHA",112,"Forest Reserve","polygon","Not Reported",40817,0.477,0.696,0.369
"1389","Musa","NGA",680,"Forest Reserve","polygon","Not Reported",36628,0.343,0.622,0.235
"1390","N'Dama","GIN",53,"Classified Forest","polygon","Not Reported",29410,0.493,0.764,0.302
"1391","N'Guidou","GIN",57,"Classified Forest","polygon","Not Reported",29415,0.391,0.644,0.239
"1392","N'zi Superieure","CIV",174,"Classified Forest","polygon","Not Reported",300782,0.352,0.559,0.219
"1393","N'Zo","CIV",230,"Partial Faunal Reserve","polygon","IV",2293,0.466,0.676,0.339
"1394","N Zodji","CIV",110,"Classified Forest","polygon","Not Reported",300948,0.37,0.447,0.3
"1395","Naanabi","NGA",353,"Forest Reserve","polygon","Not Reported",36281,0.322,0.507,0.219
"1396","Nabardo","NGA",577,"Forest Reserve","polygon","Not Reported",36518,0.301,0.359,0.167
"1397","Nabere","BFA",59,"Classified Forest","polygon","Not Reported",313428,0.362,0.6,0.177
"1398","Nafada","NGA",498,"Forest Reserve","polygon","Not Reported",36437,0.32,0.5,0.145
"1399","Nakabe","BFA",28,"Classified Forest","polygon","Not Reported",28550,0.375,0.665,0.188
"1400","Nakambe","BFA",65,"Classified Forest","polygon","Not Reported",313441,0.315,0.546,0.16
"1401","Nami Hill","NGA",682,"Forest Reserve","polygon","Not Reported",36630,0.383,0.647,0.197
"1402","Namtari","NGA",752,"Forest Reserve","polygon","Not Reported",36700,0.303,0.578,0.138
"1403","Nandom-Lambussie","GHA",204,"Forest Reserve","polygon","Not Reported",26525,0.325,0.488,0.143
"1404","Nangbyon","CIV",193,"Classified Forest","polygon","Not Reported",300809,0.397,0.621,0.309
"1405","Nasarawa Northern Kaduna","NGA",759,"Forest Reserve","polygon","Not Reported",36707,0.21,0.266,0.164
"1406","Nasarawa","NGA",459,"Forest Reserve","polygon","Not Reported",342477,0.314,0.488,0.24
"1407","Nasarawa","NGA",459,"Forest Reserve","polygon","Not Reported",36393,0.314,0.488,0.24
"1408","Nasarawa","NGA",894,"Forest Reserve","polygon","Not Reported",342477,0.217,0.269,0.141
"1409","Nasarawa","NGA",894,"Forest Reserve","polygon","Not Reported",36393,0.217,0.269,0.141
"1410","Nasia Tributaries","GHA",199,"Forest Reserve","polygon","Not Reported",26448,0.358,0.635,0.182
"1411","Natiwah","TGO",45,"Forest Reserve","polygon","Not Reported",37164,0.335,0.567,0.185
"1412","Navrongo North","GHA",229,"Forest Reserve","polygon","Not Reported",303938,0.408,0.719,0.179
"1413","Nazinon","BFA",32,"Classified Forest","polygon","Not Reported",28555,0.302,0.465,0.163
"1414","Ndiael","SEN",10,"Wildlife Reserve","polygon","IV",5178,0.478,0.609,0.348
"1415","Ndokouassikro","CIV",65,"Classified Forest","polygon","Not Reported",300872,0.526,0.721,0.336
"1416","Ndumfri","GHA",125,"Forest Reserve","polygon","Not Reported",40831,NA,NA,NA
"1417","Nema Wula","MLI",2,"South Buffer Zone","polygon","IV",555556050,0.367,0.701,0.22
"1418","Nema Wula","MLI",21,"Wildlife Reserve","polygon","II",555556063,0.349,0.713,0.209
"1419","Neung  South","GHA",126,"Forest Reserve","polygon","Not Reported",40832,NA,NA,NA
"1420","Neung North","GHA",173,"Forest Reserve","polygon","Not Reported",303956,NA,NA,NA
"1421","Ngala","NGA",291,"Forest Reserve","polygon","Not Reported",36219,0.432,0.726,0.238
"1422","Ngamzagi","NGA",278,"Forest Reserve","polygon","Not Reported",36206,0.443,0.739,0.255
"1423","Nganda Nganda","CIV",121,"Classified Forest","polygon","Not Reported",300964,NA,NA,NA
"1424","Ngel - Nyaki","NGA",78,"Forest Reserve","polygon","Not Reported",36904,0.298,0.355,0.184
"1425","Ngohingulde","NGA",528,"Forest Reserve","polygon","Not Reported",36467,0.255,0.43,0.136
"1426","Nguechie","CIV",12,"Classified Forest","polygon","Not Reported",29509,0.37,0.447,0.3
"1427","Nguroje","NGA",82,"Forest Reserve","polygon","Not Reported",36910,0.358,0.427,0.191
"1428","Nialama or Nyalama","GIN",98,"Classified Forest","polygon","Not Reported",317286,0.303,0.486,0.207
"1429","Niangoloko","BFA",42,"Classified Forest","polygon","Not Reported",28565,0.376,0.61,0.213
"1430","Nibi Hana","CIV",109,"Classified Forest","polygon","Not Reported",300947,0.391,0.51,0.31
"1431","Niegre","CIV",36,"Classified Forest","polygon","Not Reported",29635,0.467,0.661,0.377
"1432","Nienendougou","MLI",14,"Wildlife Reserve","polygon","IV",555556059,0.379,0.584,0.2
"1433","Nienendougou","MLI",7,"Hunting Area","polygon","VI",555556055,0.376,0.565,0.199
"1434","Nimba West","LBR",11,"National Park","polygon","Not Reported",20175,0.575,0.675,0.427
"1435","Nimbia","NGA",720,"Forest Reserve","polygon","Not Reported",36668,0.297,0.455,0.202
"1436","Nimini South","SLE",14,"Forest Reserve","polygon","Not Reported",29973,0.419,0.516,0.341
"1437","Ningishi Hills","NGA",729,"Forest Reserve","polygon","Not Reported",36677,0.32,0.502,0.204
"1438","Nini-Suhien","GHA",7,"National Park","polygon","II",5173,0.372,0.437,0.309
"1439","Ninjam","NGA",715,"Forest Reserve","polygon","Not Reported",36663,0.271,0.464,0.198
"1440","Niocha","NGA",119,"Forest Reserve","polygon","Not Reported",36951,0.465,0.588,0.398
"1441","Niokolo-Koba National Park","SEN",115,"World Heritage Site","polygon","Not Applicable",2580,0.576,0.87,0.348
"1442","Niokolo Koba","SEN",1,"National Park","polygon","II",865,0.576,0.87,0.348
"1443","Niouma","BFA",34,"Classified Forest","polygon","Not Reported",28557,0.401,0.723,0.216
"1444","Niouniourou","CIV",38,"Classified Forest","polygon","Not Reported",29637,0.567,0.718,0.414
"1445","Niumi National Park","GMB",3,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",109037,0.536,0.754,0.335
"1446","Niumi","GMB",6,"National Park","polygon","II",2290,0.536,0.754,0.335
"1447","Nizoro","CIV",96,"Classified Forest","polygon","Not Reported",300930,0.512,0.714,0.395
"1448","Nkachu-Ituku","NGA",122,"Forest Reserve","polygon","Not Reported",36954,0.465,0.588,0.398
"1449","Nkawanda","GHA",84,"Forest Reserve","polygon","Not Reported",40784,0.424,0.635,0.334
"1450","Nkisi River","NGA",131,"Forest Reserve","polygon","Not Reported",36963,0.516,0.631,0.452
"1451","Nkonto Ben","GHA",143,"Forest Reserve","polygon","Not Reported",40852,0.378,0.462,0.316
"1452","Nkrabia","GHA",30,"Forest Reserve","polygon","Not Reported",40682,0.458,0.629,0.396
"1453","Nono","GIN",75,"Classified Forest","polygon","Not Reported",29448,0.363,0.605,0.214
"1454","North Bandai Hills","GHA",166,"Forest Reserve","polygon","Not Reported",40889,0.411,0.644,0.315
"1455","North Fomangsu","GHA",87,"Forest Reserve","polygon","Not Reported",40787,0.437,0.647,0.329
"1456","North Tangaza","NGA",239,"Forest Reserve","polygon","Not Reported",36166,0.459,0.687,0.312
"1457","Northern Scarp East","GHA",85,"Forest Reserve","polygon","Not Reported",40785,0.414,0.647,0.321
"1458","Northern Scarp West","GHA",86,"Forest Reserve","polygon","Not Reported",40786,0.414,0.647,0.321
"1459","Noussebou","BFA",9,"Classified Forest","polygon","Not Reported",28525,0.383,0.687,0.177
"1460","Nsemere","GHA",251,"Forest Reserve","polygon","Not Reported",40872,0.419,0.629,0.311
"1461","Nsuensa","GHA",104,"Forest Reserve","polygon","Not Reported",40807,0.455,0.634,0.356
"1462","Nsukwai","NGA",128,"Forest Reserve","polygon","Not Reported",36960,0.457,0.594,0.385
"1463","Nuale","GHA",205,"Forest Reserve","polygon","Not Reported",26526,0.336,0.574,0.202
"1464","Nuatja Sud","TGO",22,"Forest Reserve","polygon","Not Reported",300877,0.447,0.592,0.301
"1465","Nugboji","NGA",812,"Forest Reserve","polygon","Not Reported",36762,0.335,0.596,0.243
"1466","Numan","NGA",749,"Forest Reserve","polygon","Not Reported",36697,0.331,0.614,0.139
